Data;Tipo;Voce;Descrizione;Importo;Conto
01/01/2025;Ricavi;-;Saldo 2024;1.140,00 €;
02/01/2025;Costi;BANCA - Mutuo Zia Annamaria;Rata Gennaio;724,00 €;
02/01/2025;Costi;PIATTAFORME - Netflix;Gennaio;5,99 €;
02/01/2025;Costi;AUTO - Benzina;Gennaio;77,00 €;
02/01/2025;Costi;PIATTAFORME - Pzt;;40,00 €;
02/01/2025;Costi;PIATTAFORME - Disney+;;5,99 €;
02/01/2025;Ricavi;Buoni Pasto;Gennaio;154,80 €;
02/01/2025;Costi;UTENZE - Fonia Mobile;Gennaio;56,98 €;
03/01/2025;Ricavi;Contributo Benzina;Gennaio;77,00 €;
04/01/2025;Costi;PERSONALI - Vestiti;Zalando;200,00 €;
04/01/2025;Costi;AG.ENTRATE - Rateizzo I;Rata Gennaio;51,96 €;
07/01/2025;Costi;SPESA - Delivery;Pizzeria;17,00 €;
07/01/2025;Costi;UTENZE - Cloud;Gennaio Microsoft;13,66 €;
10/01/2025;Costi;INVESTIMENTI - Crypto;Binance;250,00 €;
13/01/2025;Costi;SPESA - Quotidiana;;24,67 €;
13/01/2025;Costi;SPESA - Delivery;;15,80 €;
13/01/2025;Costi;SPESA - Quotidiana;;9,91 €;
13/01/2025;Costi;SALUTE - Farmaci;;13,90 €;
14/01/2025;Costi;AG.ENTRATE - Rateizzo II;Rata Gennaio;100,00 €;
17/01/2025;Costi;SALUTE - Farmaci;Gentalin Beta Diana;4,00 €;
19/01/2025;Costi;INVESTIMENTI - SCC;Gazzabet;30,00 €;
19/01/2025;Costi;SPESA - Quotidiana;;32,00 €;
20/01/2025;Costi;SPESA - Quotidiana;;16,00 €;
20/01/2025;Costi;INVESTIMENTI - Crypto;Bitget;115,00 €;
21/01/2025;Costi;BENI - Tecnologia;Cover Peppe;40,00 €;
21/01/2025;Costi;SPESA - Quotidiana;Decò;39,39 €;
23/01/2025;Ricavi;Stipendio;Gennaio;3.172,59 €;
23/01/2025;Costi;AG.ENTRATE - Pignoramento I;Gennaio;450,00 €;
24/01/2025;Costi;INVESTIMENTI - SCC;Gazzabet;20,00 €;
24/01/2025;Costi;SPESE - Diana;Acquisto Collare Elisabettiano;20,00 €;
24/01/2025;Costi;SPESA - Quotidiana;Caseificio Peppe;8,40 €;
25/01/2025;Costi;USCITE - Ristoranti;Osteria Pignatelli;200,00 €;
25/01/2025;Ricavi;Contributo Cibo;;200,00 €;
26/01/2025;Costi;BENI - Acquisti Casa;IKEA;221,50 €;
26/01/2025;Ricavi;Contributo Beni;;221,50 €;
26/01/2025;Costi;USCITE - Ristoranti;Casa K'Birr;98,00 €;
26/01/2025;Ricavi;Contributo Cibo;;98,00 €;
26/01/2025;Costi;SPESA - Delivery;;13,00 €;
26/01/2025;Costi;PIATTAFORME - Sony Playstation;;8,99 €; Paypal
26/01/2025;Costi;INVESTIMENTI - SCC;Gazzabet;69,00 €; Revolut
27/01/2025;Costi;DEBITO - Cucina;Rata Cucina;114,00 €;
27/01/2025;Costi;SPESA - Delivery;;4,00 €;
27/01/2025;Costi;UTENZE - Gas;nov-24;79,00 €;
27/01/2025;Costi;UTENZE - Gas;dic-24;116,00 €;
28/01/2025;Ricavi;Assegno Unico;Dicembre;54,00 €; Unicredit
01/02/2025;Costi;UTENZE - Fonia Mobile;Febbraio;56,98 €;
01/02/2025;Costi;PIATTAFORME - Disney+;Febbraio;5,99 €;
01/02/2025;Costi;SPESA - Quotidiana;Latticini;10,00 €;
01/02/2025;Costi;BANCA - Mutuo Zia Annamaria;Febbraio;724,00 €;
02/02/2025;Costi;SPESA - Quotidiana;Decò;5,53 €;
02/02/2025;Costi;SPESA - Quotidiana;Decò;5,89 €;
02/02/2025;Costi;SPESA - Quotidiana;Latticini;13,00 €;
03/02/2025;Costi;SPESE - Diana;Crocchette;37,00 €;
03/02/2025;Costi;SPESA - Quotidiana;Sole 365;17,86 €;
03/02/2025;Costi;SPESA - Quotidiana;Decò;9,94 €;
04/02/2025;Costi;INVESTIMENTI - SCC;Vivabet;50,00 €;
04/02/2025;Costi;PERSONALI - Barbiere;;15,00 €;
04/02/2025;Costi;SPESA - Delivery;Antinori;5,00 €;
05/02/2025;Costi;TOOLS - Microsoft;Febbraio;13,66 €;
05/02/2025;Costi;SPESA - Pranzo Lavoro Fuori;Gastro;3,50 €;
06/02/2025;Costi;TOOLS - SurfShark;2025;60,84 €;
06/02/2025;Costi;INVESTIMENTI - Crypto;Solana;10,00 €;
07/02/2025;Costi;SPESA - Pranzo Lavoro Fuori;;18,00 €;
07/02/2025;Costi;SPESA - Quotidiana;;3,40 €;
07/02/2025;Costi;SPESA - Quotidiana;Battarra;9,50 €;
09/02/2025;Costi;INVESTIMENTI - Crypto;Solana;10,00 €;
09/02/2025;Costi;SPESA - Delivery;;48,00 €;
09/02/2025;Costi;SPESA - Delivery;;20,00 €;
10/02/2025;Costi;USCITE - Ristoranti;;23,70 €;
11/02/2025;Costi;SPESA - Pranzo Lavoro Fuori;;25,00 €;
11/02/2025;Costi;SPESA - Quotidiana;;3,69 €;
13/02/2025;Costi;AUTO - Manutenzione;Gomme;320,00 €;
13/02/2025;Ricavi;Contributo Auto;Gomme;320,00 €;
13/02/2025;Costi;AUTO - Benzina;;75,00 €;
13/02/2025;Ricavi;Contributo Benzina;;75,00 €;
13/02/2025;Costi;FAMIGLIA - Vestiti;Neve;550,00 €;
13/02/2025;Ricavi;Buoni Pasto;Buoni Pasto Febbraio;92,88 €;
15/02/2025;Costi;INVESTIMENTI - Crypto;Solana;10,00 €;
15/02/2025;Costi;VACANZE;;51,60 €;
15/02/2025;Costi;VACANZE;;5,80 €;
15/02/2025;Costi;VACANZE;;41,60 €;
16/02/2025;Costi;VACANZE;Roccaraso;764,00 €;
16/02/2025;Ricavi;Contributo Vacanze;Roccaraso;764,00 €;
17/02/2025;Costi;AG.ENTRATE - Rateizzo I;Febbraio;51,96 €;
17/02/2025;Costi;AG.ENTRATE - Rateizzo II;Febbraio;37,46 €;
18/02/2025;Costi;SPESA - Quotidiana;;13,00 €;
20/02/2025;Costi;SPESA - Quotidiana;;5,67 €;
21/02/2025;Costi;SPESA - Pranzo Lavoro Fuori;;5,00 €;
21/02/2025;Costi;USCITE - Ristoranti;;17,00 €;
24/02/2025;Costi;INVESTIMENTI - SCC;Vivabet;35,00 €;
24/02/2025;Costi;SPESA - Quotidiana;;5,67 €;
24/02/2025;Costi;SPESA - Pranzo Lavoro Fuori;;5,00 €;
24/02/2025;Costi;SPESA - Pranzo Lavoro Fuori;;17,00 €;
24/02/2025;Costi;BENI - Tecnologia;;20,00 €;
25/02/2025;Ricavi;Stipendio;Febbraio;2.899,38 €;
26/02/2025;Costi;SPESA - Quotidiana;;20,00 €;
26/02/2025;Costi;PIATTAFORME - Sony Playstation;;8,99 €; Paypal
27/02/2025;Costi;PIATTAFORME - Netflix;;8,99 €;
28/02/2025;Costi;INVESTIMENTI - SCC;Vivabet;35,00 €;
28/02/2025;Costi;SPESA - Quotidiana;;19,00 €;
28/02/2025;Ricavi;Assegno Unico;Gennaio;54,00 €; Unicredit
01/03/2025;Costi;UTENZE - Fonia Mobile;;56,98 €;
01/03/2025;Costi;INVESTIMENTI - Crypto;Solana;10,00 €;
01/03/2025;Costi;PIATTAFORME - Disney+;;5,99 €;
01/03/2025;Costi;SALUTE - Farmaci;;22,70 €;
01/03/2025;Costi;BANCA - Mutuo Zia Annamaria;feb-25;724,00 €;
02/03/2025;Costi;SPESA - Quotidiana;Decò;15,10 €;
02/03/2025;Costi;SPESA - Quotidiana;Caseificio Peppe;16,50 €;
02/03/2025;Costi;INVESTIMENTI - SCC;Vivabet;30,00 €;
02/03/2025;Costi;INVESTIMENTI - Crypto;Binance;500,00 €;
03/03/2025;Costi;RISPARMI - Conto Deposito Peppe;Febbraio;300,00 €;
03/03/2025;Costi;BANCA - Costi;;6,47 €;
03/03/2025;Costi;BANCA - Costi;;28,35 €;
04/03/2025;Costi;SPESA - Pranzo Lavoro Fuori;;8,00 €;
04/03/2025;Costi;INVESTIMENTI - SCC;Vivabet;30,00 €;
04/03/2025;Costi;SPESA - Quotidiana;;15,10 €;
04/03/2025;Costi;SPESA - Quotidiana;Latticini;16,50 €;
05/03/2025;Costi;TOOLS - Microsoft;;13,66 €;
05/03/2025;Costi;SALUTE - Farmaci;;10,20 €;
05/03/2025;Costi;AG.ENTRATE - Rottamazione;Febbraio I;295,44 €;
05/03/2025;Costi;AG.ENTRATE - Rateizzo I;Febbraio;51,96 €;
06/03/2025;Costi;BENI - Tecnologia;Cinturini;15,00 €;
06/03/2025;Costi;BENI - Tecnologia;;7,00 €;
07/03/2025;Costi;BENI - Acquisti Casa;;79,00 €;
08/03/2025;Costi;BENI - Tecnologia;;39,95 €;
09/03/2025;Costi;BENI - Tecnologia;;16,88 €;
10/03/2025;Costi;SPESA - Quotidiana;;11,13 €;
10/03/2025;Costi;SPESA - Quotidiana;;5,40 €;
10/03/2025;Costi;BENI - Tecnologia;;114,33 €;
11/03/2025;Costi;SPESA - Quotidiana;Latticini;20,90 €;
13/03/2025;Costi;SPESA - Quotidiana;;12,63 €;
14/03/2025;Costi;SPESA - Quotidiana;;5,60 €;
14/03/2025;Costi;SPESA - Delivery;;14,50 €;
14/03/2025;Costi;SPESE - Regali Amici;;50,00 €;
14/03/2025;Ricavi;Buoni Pasto;Febbraio;77,16 €;
15/03/2025;Costi;INVESTIMENTI - Crypto;Solana;10,00 €;
16/03/2025;Costi;SPESA - Delivery;Zeppole;18,00 €;
16/03/2025;Costi;SPESA - Quotidiana;;9,65 €;
17/03/2025;Costi;AG.ENTRATE - Rateizzo II;Febbraio;37,46 €;
17/03/2025;Costi;INVESTIMENTI - SCC;Gazzabet;50,00 €;
17/03/2025;Costi;BANCA - Costi;;2,47 €;
17/03/2025;Costi;SPESA - Quotidiana;;12,63 €;
17/03/2025;Costi;SPESA - Pranzo Lavoro Fuori;;5,60 €;
17/03/2025;Costi;INVESTIMENTI - SCC;Gazzabet;20,00 €;
17/03/2025;Costi;INVESTIMENTI - SCC;Gazzabet;40,00 €;
17/03/2025;Costi;SPESA - Quotidiana;;7,99 €;
18/03/2025;Costi;SPESA - Quotidiana;;9,65 €;
18/03/2025;Costi;SPESA - Delivery;;18,00 €;
18/03/2025;Costi;SPESA - Quotidiana;;6,69 €;
20/03/2025;Costi;INVESTIMENTI - SCC;Gazzabet;40,00 €;
20/03/2025;Costi;SPESA - Quotidiana;;7,99 €;
20/03/2025;Costi;SPESA - Quotidiana;;6,69 €;
21/03/2025;Costi;AUTO - Pedaggi e Parcheggi;;1,65 €;
21/03/2025;Costi;SPESA - Pranzo Lavoro Fuori;;4,40 €;
22/03/2025;Costi;INVESTIMENTI - Crypto;;10,00 €;
23/03/2025;Costi;USCITE - Ristoranti;Trattoria Vanvitelli;110,00 €;
23/03/2025;Ricavi;Contributo Cibo;;110,00 €;
23/03/2025;Costi;BENI - Tecnologia;;118,00 €;
23/03/2025;Ricavi;Contributo Beni;;118,00 €;
24/03/2025;Costi;INVESTIMENTI - SCC;Gazzabet;52,47 €;
24/03/2025;Costi;INVESTIMENTI - SCC;Gazzabet;52,47 €;
24/03/2025;Costi;SPESA - Pranzo Lavoro Fuori;;4,40 €;
24/03/2025;Costi;AUTO - Pedaggi e Parcheggi;;1,65 €;
24/03/2025;Ricavi;Stipendio;;2.883,06 €;
24/03/2025;Ricavi;Contributo Beni;Recupero quote Cassa economale;112,97 €;
25/03/2025;Costi;SPESA - Quotidiana;Latticini;16,00 €;
25/03/2025;Costi;AG.ENTRATE - Rateizzo II;;37,46 €;
26/03/2025;Costi;SPESA - Quotidiana;;1,80 €;
26/03/2025;Costi;SPESA - Pranzo Lavoro Fuori;;35,00 €;
26/03/2025;Costi;PIATTAFORME - Sony Playstation;;8,99 €; Paypal
27/03/2025;Costi;RISPARMI - Conto Deposito Peppe;Febbraio;504,00 €;
27/03/2025;Costi;SPESA - Quotidiana;Decò;8,69 €;
28/03/2025;Costi;SPESA - Pranzo Lavoro Fuori;Regine;35,00 €;
28/03/2025;Costi;PIATTAFORME - Netflix;Aprile;6,99 €;
28/03/2025;Ricavi;Assegno Unico;Febbraio;54,00 €; Unicredit
31/03/2025;Ricavi;Contributo Beni;;292,16 €;
31/03/2025;Costi;SPESA - Quotidiana;;5,20 €;
31/03/2025;Costi;SPESA - Quotidiana;Caseificio Peppe;11,90 €;
31/03/2025;Costi;SPESA - Quotidiana;Decò;20,00 €;
31/03/2025;Costi;BANCA - Costi;Competenze Trimestrali; -   € ;
01/04/2025;Costi;PIATTAFORME - Disney+;Aprile;5,99 €; CartaDiCredito
01/04/2025;Costi;SALUTE - Visite;Cardiologo Peppe;160,00 €; CartaDiCredito
01/04/2025;Costi;BANCA - Costi;Marzo;4,00 €;
01/04/2025;Costi;SPESA - Delivery;Cornetti;6,50 €;
01/04/2025;Costi;SPESA - Quotidiana;Decò;12,88 €;
02/04/2025;Costi;UTENZE - Fonia Mobile;Aprile;56,98 €; CartaDiCredito
02/04/2025;Costi;BANCA - Mutuo Zia Annamaria;Marzo;724,00 €;
02/04/2025;Costi;SPESA - Quotidiana;Bar Santobono;12,20 €; Unicredit
02/04/2025;Costi;INVESTIMENTI - SCC;Gazzabet;45,00 €; Revolut
03/04/2025;Costi;UTENZE - Gas;Gennaio - Aprile I;54,30 €;
03/04/2025;Costi;UTENZE - Gas;Aprile I;96,72 €;
03/04/2025;Costi;SPESA - Quotidiana;Decò;9,37 €;
03/04/2025;Costi;SPESA - Quotidiana;Pescheria;11,60 €;
04/04/2025;Costi;SPESA - Quotidiana;Decò;14,44 €; Unicredit
04/04/2025;Costi;INVESTIMENTI - SCC;Gazzabet;60,00 €; Revolut
05/04/2025;Costi;AG.ENTRATE - Rottamazione;Febbraio II;295,44 €;
07/04/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; Unicredit
07/04/2025;Costi;USCITE - Amici;Zoo;30,00 €; Unicredit
07/04/2025;Costi;SPESA - Delivery;Pizzeria;38,50 €; Unicredit
07/04/2025;Costi;TOOLS - Microsoft;Aprile;13,66 €; CartaDiCredito
07/04/2025;Costi;INVESTIMENTI - Crypto;Binance;10,00 €; CartaDiCredito
07/04/2025;Costi;HOBBY - Formazione;;200,00 €; CartaDiCredito
08/04/2025;Costi;USCITE - Amici;Zoo;21,00 €; Unicredit
08/04/2025;Costi;PIATTAFORME - Spotify;Aprile;10,99 €; Unicredit
08/04/2025;Costi;SPESA - Delivery;Pizzeria;27,50 €; Unicredit
11/04/2025;Costi;SALUTE - Farmaci;Farmacia;1,60 €; CartaDiCredito
14/04/2025;Costi;INVESTIMENTI - Crypto;Binance;10,00 €; CartaDiCredito
15/04/2025;Costi;SPESA - Quotidiana;Don Carlos;17,00 €; CartaDiCredito
17/04/2025;Costi;AG.ENTRATE - Rateizzo II;Febbraio;37,46 €;
17/04/2025;Costi;SPESA - Quotidiana;Decò;11,27 €; CartaDiCredito
17/04/2025;Costi;SALUTE - Farmaci;;4,10 €; CartaDiCredito
19/04/2025;Costi;SPESA - Delivery;San Giuseppe;70,00 €; CartaDiCredito
20/04/2025;Costi;SPESA - Quotidiana;Decò;9,76 €;
22/04/2025;Ricavi;Stipendio;Aprile;2.897,01 €; Unicredit
22/04/2025;Costi;FAMIGLIA - Vestiti;Borsa Anna;99,00 €; CartaDiCredito
22/04/2025;Costi;INVESTIMENTI - Crypto;Binance;10,00 €; CartaDiCredito
22/04/2025;Costi;USCITE - Ristoranti;Marcianise;120,00 €; CartaDiCredito
23/04/2025;Costi;RISPARMI - Conto Deposito Peppe;Aprile;300,00 €; Unicredit
23/04/2025;Costi;BANCA - Costi;Aprile;2,47 €; Unicredit
23/04/2025;Costi;PERSONALI - Barbiere;Memme e Papà;30,00 €; Unicredit
23/04/2025;Costi;SPESA - Delivery;Cornetti;7,50 €; Unicredit
23/04/2025;Costi;SPESA - Quotidiana;Decò;10,49 €; Unicredit
24/04/2025;Costi;SPESA - Quotidiana;Pescheria;16,61 €; Unicredit
24/04/2025;Costi;SALUTE - Farmaci;;16,80 €; CartaDiCredito
24/04/2025;Costi;SPESA - Quotidiana;;3,78 €; CartaDiCredito
24/04/2025;Costi;INVESTIMENTI - SCC;Gazzabet;70,00 €; Revolut
25/04/2025;Costi;VACANZE;Raffaele Marino Capranica;180,00 €; Unicredit
25/04/2025;Costi;INVESTIMENTI - SCC;Gazzabet;30,00 €; Revolut
26/04/2025;Costi;PIATTAFORME - Sony Playstation;Aprile;8,99 €; Paypal
28/04/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;2,00 €; Unicredit
28/04/2025;Costi;SPESA - Quotidiana;Caffe;2,40 €; Unicredit
28/04/2025;Costi;INVESTIMENTI - Crypto;Binance;25,00 €; CartaDiCredito
28/04/2025;Costi;BENI - Tecnologia;Firme Digitali a Rimborso;59,78 €; CartaDiCredito
28/04/2025;Costi;USCITE - Ristoranti;;5,00 €; CartaDiCredito
28/04/2025;Costi;INVESTIMENTI - Crypto;Binance;10,00 €; CartaDiCredito
28/04/2025;Ricavi;Proventi Bet;Gazzabet;70,00 €; Revolut
28/04/2025;Ricavi;Assegno Unico;Marzo;54,00 €; Unicredit
29/04/2025;Costi;PIATTAFORME - Netflix;;1,99 €; CartaDiCredito
29/04/2025;Costi;INVESTIMENTI - SCC;Gazzabet;100,00 €; Revolut
29/04/2025;Costi;SPESA - Pranzo Lavoro Fuori;Russo;10,00 €; Unicredit
30/04/2025;Costi;UTENZE - Fonia Mobile;Vodafone;10,00 €; Unicredit
30/04/2025;Costi;SPESA - Pranzo Lavoro Fuori;Bar Santobono;7,20 €; Unicredit
30/04/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; Unicredit
30/04/2025;Costi;SPESA - Pranzo Lavoro Fuori;Di Ornato;4,00 €; Unicredit
01/05/2025;Costi;UTENZE - Gas;Gennaio - Maggio II;54,30 €; Unicredit
01/05/2025;Costi;UTENZE - Gas;Maggio II;96,72 €; Unicredit
01/05/2025;Costi;SPESA - Pranzo Lavoro Fuori;Hotel Venere;32,50 €; Unicredit
01/05/2025;Costi;USCITE - Amici;Pizzeria Capranica;54,00 €; Unicredit
01/05/2025;Costi;PIATTAFORME - Disney+;Maggio;5,99 €; CartaDiCredito
02/05/2025;Costi;BANCA - Costi;Aprile;4,00 €; Unicredit
02/05/2025;Costi;BANCA - Mutuo Zia Annamaria;Maggio;724,02 €; Unicredit
02/05/2025;Costi;USCITE - Amici;Capranica;35,00 €; CartaDiCredito
03/05/2025;Costi;SPESA - Quotidiana;Deco;26,90 €; Unicredit
03/05/2025;Costi;TOOLS - Microsoft;Maggio;14,35 €; CartaDiCredito
03/05/2025;Costi;INVESTIMENTI - SCC;;10,00 €; CartaDiCredito
03/05/2025;Costi;SPESA - Quotidiana;Decò;11,86 €; CartaDiCredito
05/05/2025;Costi;AG.ENTRATE - Rottamazione;Febbraio III;295,44 €; Unicredit
05/05/2025;Costi;SALUTE - Farmaci;;10,00 €; CartaDiCredito
07/05/2025;Costi;SPESA - Pranzo Lavoro Fuori;;6,50 €; CartaDiCredito
07/05/2025;Costi;SPESA - Pranzo Lavoro Fuori;Nonna Titti;7,00 €; CartaDiCredito
07/05/2025;Costi;SPESA - Pranzo Lavoro Fuori;;0,90 €; CartaDiCredito
07/05/2025;Costi;AUTO - Pedaggi e Parcheggi;Tangenziale;1,00 €; CartaDiCredito
07/05/2025;Costi;PERSONALI - Vestiti;Camicia;35,00 €; CartaDiCredito
08/05/2025;Costi;SPESA - Pranzo Lavoro Fuori;Bar Santobono;2,40 €; CartaDiCredito
08/05/2025;Costi;SPESA - Quotidiana;Decò;9,30 €; CartaDiCredito
09/05/2025;Costi;SPESA - Pranzo Lavoro Fuori;Bar;2,70 €; CartaDiCredito
09/05/2025;Costi;RISPARMI - Conto Deposito Peppe;;100,00 €; CartaDiCredito
12/05/2025;Costi;SPESA - Quotidiana;Decò;9,30 €; CartaDiCredito
12/05/2025;Costi;SPESA - Quotidiana;Bar;2,70 €; CartaDiCredito
12/05/2025;Costi;INVESTIMENTI - SCC;;100,00 €; CartaDiCredito
12/05/2025;Costi;INVESTIMENTI - Crypto;Solana;10,00 €; CartaDiCredito
12/05/2025;Costi;FAMIGLIA - Vestiti;Scarpe;18,00 €; CartaDiCredito
13/05/2025;Costi;PERSONALI - Vestiti;Harmont Blaine;217,19 €; CartaDiCredito
13/05/2025;Costi;USCITE - Ristoranti;;9,00 €; CartaDiCredito
13/05/2025;Costi;BENI - Acquisti Casa;Cinesi;26,60 €; CartaDiCredito
13/05/2025;Costi;AUTO - Pedaggi e Parcheggi;;1,00 €; CartaDiCredito
13/05/2025;Costi;USCITE - Ristoranti;;6,50 €; CartaDiCredito
14/05/2025;Costi;SALUTE - Farmaci;;13,90 €; CartaDiCredito
14/05/2025;Costi;SPESA - Quotidiana;Decò;11,55 €; CartaDiCredito
16/05/2025;Costi;INVESTIMENTI - Crypto;Solana;10,00 €; CartaDiCredito
19/05/2025;Costi;RISPARMI - Conto Deposito Peppe;Revolut**9604*;11,00 €; CartaDiCredito
19/05/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
19/05/2025;Costi;SPESA - Quotidiana;DECO';14,88 €; CartaDiCredito
19/05/2025;Costi;INVESTIMENTI - SCC;E-Play24 ITA Ltd;30,00 €; CartaDiCredito
19/05/2025;Costi;AUTO - Pedaggi e Parcheggi;TANA  DIREZ.  USCITA -;1,00 €; CartaDiCredito
19/05/2025;Costi;USCITE - Ristoranti;GE.CO S.N.C. DI RUOCCO;2,40 €; CartaDiCredito
20/05/2025;Costi;VACANZE;NOVOTEL PARMA CENTRO;74,00 €; CartaDiCredito
21/05/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
21/05/2025;Costi;SPESA - Quotidiana;DECO';5,98 €; CartaDiCredito
21/05/2025;Costi;FAMIGLIA - Giocattoli;EMAZING TOYS STORE;8,00 €; CartaDiCredito
21/05/2025;Costi;USCITE - Ristoranti;BAR MEDIOPADANA;12,30 €; CartaDiCredito
21/05/2025;Costi;SPESA - Quotidiana;SALUMERIA VERDI SRL;75,00 €; CartaDiCredito
23/05/2025;Ricavi;Stipendio;Maggio;2.895,00 €; Unicredit
23/05/2025;Costi;UTENZE - Gas;PAYPAL *MOONEY HERA - Aprile;224,06 €; CartaDiCredito
23/05/2025;Costi;USCITE - Ristoranti;BAR PUNTO RISTORO SAGI;1,80 €; CartaDiCredito
25/05/2025;Costi;INVESTIMENTI - SCC;;25,00 €; CartaDiCredito
26/05/2025;Costi;RISPARMI - Conto Deposito Peppe;Maggio;300,00 €; Unicredit
26/05/2025;Costi;TOOLS - Microsoft;Microsoft-G093772570;14,35 €; CartaDiCredito
26/05/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
26/05/2025;Costi;FAMIGLIA - Giocattoli;EMAZING TOYS STORE;17,12 €; CartaDiCredito
26/05/2025;Costi;USCITE - Ristoranti;BAR SGAMBATI;9,50 €; CartaDiCredito
28/05/2025;Costi;USCITE - Ristoranti;Maggio;300,00 €; CartaDiCredito
28/05/2025;Ricavi;Contributo Cibo;Maggio;300,00 €;
28/05/2025;Ricavi;Proventi Bet;Maggio;100,00 €; Unicredit
28/05/2025;Costi;AUTO - Assicurazione;I° Semestre;600,00 €;
28/05/2025;Ricavi;Contributo Assicurazione;2025;600,00 €;
28/05/2025;Ricavi;Assegno Unico;apr-25;54,00 €; Unicredit
28/05/2025;Costi;PIATTAFORME - Netflix;NETFLIX.COM;6,99 €; CartaDiCredito
30/05/2025;Costi;USCITE - Ristoranti;Pompei;58,00 €; Unicredit
30/05/2025;Ricavi;Contributo Cibo;;58,00 €; Unicredit
01/06/2025;Costi;UTENZE - Gas;Gennaio - Maggio III;54,30 €; Unicredit
01/06/2025;Costi;UTENZE - Gas;Maggio III;96,72 €; Unicredit
02/06/2025;Costi;BANCA - Costi;MY GENIUS: COSTO FISSO MESE DI MAGGIO 2025;4,00 €; Unicredit
03/06/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 30/05/2025CARTA *1156    DI EUR            2,40             NEO CAFFE' SRL                                    Casoria;2,40 €; Unicredit
03/06/2025;Costi;SPESA - Quotidiana;PAGAMENTO GOOGLE PAY MASTERCARD NFC del 29/05/2025CARTA *1156    DI EUR            2,20             SOUL BAR                                          NAPOLI;2,20 €; Unicredit
03/06/2025;Costi;BANCA - Mutuo Zia Annamaria;PAGAMENTO RATA MUTUO/PRESTITO                     PAGAMENTO RATA N. 23 DEL FINANZIAMENTO 000/2295949/000 DI UNICREDIT SPA DI CUI INTERESSI EURO 514,67 E ONERI/ASSICURAZIONI EURO 3,00;724,02 €; Unicredit
03/06/2025;Costi;PIATTAFORME - Disney+;Google Play Apps;5,99 €; CartaDiCredito
03/06/2025;Costi;SPESA - Quotidiana;LATTICINI SANTA MARIA;19,00 €; CartaDiCredito
03/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
05/06/2025;Ricavi;Contributo Beni;BONIFICO A VOSTRO FAVORE                          BONIFICO SEPA DA:                                 A.O.DI RILIEVO NAZIONALE SANTOBONO                PAUSI                                             PER: RIMBORSO ACQUISTO DI FIRMA MASSIVA           TRAMITE CASSA ECONOMALE                           COMM:             0,00 SPESE:             0,00    COMM SERV:             0,00                       TRN:1201251560491573;59,78 €; Unicredit
05/06/2025;Costi;PERSONALI - Lavoro;NAPOLI HFB ECO;14,30 €; CartaDiCredito
05/06/2025;Costi;UTENZE - Fonia Mobile;WIND TRE PRODOTTI E SE;56,98 €; CartaDiCredito
06/06/2025;Costi;BENI - Acquisti Casa;IPERBAZAR;2,80 €; CartaDiCredito
06/06/2025;Costi;BENI - Tecnologia;W3;215,00 €; CartaDiCredito
06/06/2025;Costi;UTENZE - Fonia Mobile;WINDTRE*ASSICURA;7,99 €; CartaDiCredito
06/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;25,00 €; CartaDiCredito
06/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
06/06/2025;Costi;INVESTIMENTI - SCC;Microgame Www.;60,00 €; Revolut
08/06/2025;Costi;INVESTIMENTI - SCC;Microgame;60,00 €; Revolut
09/06/2025;Ricavi;Regali vari;VERSAMENTO SU SPORTELLO AUTOMATICO                ATM NUM. 03862 CARTA 73549115                     VERSAMENTO DEL 09.06.2025 ALLE 19:25              REGALI FESTE VARIE;420,00 €; Unicredit
09/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;10,00 €; CartaDiCredito
09/06/2025;Costi;INVESTIMENTI - Crypto;FARMACIA COPPOLA;30,60 €; CartaDiCredito
09/06/2025;Costi;SPESA - Quotidiana;DECO';18,13 €; CartaDiCredito
09/06/2025;Costi;INVESTIMENTI - Crypto;Bifinity;15,00 €; CartaDiCredito
09/06/2025;Costi;INVESTIMENTI - SCC;Microgame;58,00 €; Revolut
10/06/2025;Ricavi;Proventi Bet;BONIFICO A VOSTRO FAVORE                          BONIFICO SEPA DA:                                 BOLTTECH DEVICE PROTECTION (IT) SRL               PER: 8021000027401                                COMM:             0,00 SPESE:             0,00    COMM SERV:             0,00                       TRN:1001251618050487;0,10 €; Unicredit
10/06/2025;Ricavi;Proventi Bet;BONIFICO A VOSTRO FAVORE                          BONIFICO ISTANTANEO DEL 09.06.2025 ALLE 22.47.04  DA: Giuseppe D.Anna                               PER: Sent from Revolut - Giroconto                TRN: 1091251607943546                             COMM:                                             COMM SERV:;75,00 €; Unicredit
